lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.076002,-34.89444,-58.2,-55.6,-74.8,-49.2,-68.6,-84.7333333333333
-8.075994,-34.899845,-62.5,-61.6666666666667,-65.1333333333333,-77.9333333333333,-78.3333333333333,-88.4666666666667
-8.075993,-34.894455,-57.85,-59.1,-69.775,-53.525,-74.4,-83
-8.075984,-34.896126,-60.45,-49.7,-72.8,-72.3,-70,-79.95
-8.075981,-34.899849,-69.1333333333333,-62.1666666666667,-70.5666666666667,-73.4666666666667,-81.5,-82.0666666666667
-8.075976,-34.899849,-67.8,-54.65,-65.1,-82.05,-79.05,-85
-8.075975,-34.899868,-66.75,-58.95,-69.95,-77.65,-80.55,-85.2
-8.075974,-34.896133,-64.7,-60,-74.5333333333333,-66.1,-71.1,-74.0666666666667
-8.075966,-34.894474,-54.2,-60.35,-66.7,-52.25,-66.55,-81.15
-8.075966,-34.894333,-58.6,-57.8333333333333,-65.6333333333333,-47.1666666666667,-66.1666666666667,-77
-8.075954,-34.899857,-69.6333333333333,-52.0333333333333,-70.3666666666667,-73.7666666666667,-83.0666666666667,-85.1666666666667
-8.075953,-34.894352,-60.6,-56.3,-68.7666666666667,-52.8666666666667,-71.3333333333333,-83.1333333333334
-8.075934,-34.89986,-69.2,-65.55,-66.05,-74.35,-83,-79.6
-8.075933,-34.896141,-61.3333333333333,-49.2333333333333,-71.5,-66.0333333333333,-77.2,-79.2
-8.075932,-34.89423,-58.3333333333333,-59.0666666666667,-66.6666666666667,-54.1333333333333,-67.3666666666667,-84.9
-8.075927,-34.894352,-61.7,-54.6666666666667,-66.1666666666667,-48.6666666666667,-68.6666666666667,-82.8
-8.075915,-34.899872,-66.0666666666667,-56.1666666666667,-62.9666666666667,-73.5,-84.7333333333333,-84.6333333333334
-8.075912,-34.899895,-70.5333333333333,-54.2,-65.2333333333333,-74.7,-86.3666666666666,-84.6
-8.075912,-34.899868,-70.2333333333333,-56.9,-61.9,-79.7,-82.7666666666667,-84.2333333333333
-8.075912,-34.894253,-61.15,-58.4,-62.15,-56.2,-76.2,-87.15
-8.075899,-34.894131,-58,-59.4,-64.9333333333333,-55.1333333333333,-68.2,-83.2666666666667
-8.075891,-34.89616,-65.1,-54,-74.9,-66.7,-71.9666666666667,-75.4666666666667
-8.07589,-34.896156,-63.9,-48.55,-77.8,-68.1,-73,-84
-8.075887,-34.894226,-55.1,-56.8666666666667,-73.6,-52.2,-72.6,-85.4666666666667
-8.075886,-34.899879,-63.0666666666667,-63.9333333333333,-66.9666666666667,-74.9666666666667,-83.8333333333333,-87.9666666666667
-8.075884,-34.899887,-66.8333333333333,-57.8666666666667,-72.4,-79.3,-82.7666666666667,-87.4666666666667
-8.075871,-34.894035,-54.55,-63.3,-66.05,-54.4,-71.2,-81.4
-8.07587,-34.89415,-55.6,-60.4,-68.5666666666667,-54.5333333333333,-71.2666666666667,-84.1333333333334
-8.075851,-34.899895,-67.1333333333333,-56.4666666666667,-66.2,-76.8333333333333,-85.2333333333333,-82.5333333333333
-8.07585,-34.899914,-73.1,-65.6,-70.5,-76.0666666666667,-83.9333333333333,-83.3666666666666
-8.075848,-34.896168,-61.3,-53.7,-74.3333333333333,-70.9666666666667,-71.3666666666667,-81.5
-8.075845,-34.89991,-71.5,-59,-67.4,-76.3666666666666,-83.9,-86.7333333333333
-8.075844,-34.894093,-54.8666666666667,-59.8,-63.6666666666667,-57.7666666666667,-72,-83.3666666666667
-8.075839,-34.893936,-56.8333333333333,-63.2333333333333,-69.4333333333333,-55.8666666666667,-71.1,-83.7
-8.075829,-34.894043,-56.7666666666667,-62.7333333333333,-63.5,-53.4333333333333,-75.7,-87.0333333333333
-8.075821,-34.896179,-60.8,-54.15,-74.65,-67.75,-69.5,-78.9
-8.075806,-34.893837,-61.9666666666667,-60.3333333333333,-69.8333333333333,-47.2,-68.7,-80
-8.075804,-34.893963,-59.65,-59.75,-67.8,-53.25,-72.05,-74.9
-8.075802,-34.899921,-66.5666666666667,-58,-66.4333333333333,-73.2666666666667,-80.7333333333333,-82.5666666666667
-8.0758,-34.896179,-67.0333333333333,-50.8666666666667,-75.2333333333333,-65.2666666666667,-76.5,-82.8333333333333
-8.075789,-34.899933,-65.5,-49.8666666666667,-75.5,-74.7,-86.9333333333333,-83.1
-8.075788,-34.893932,-56.3,-61.275,-67.325,-53.3,-67.025,-81.325
-8.075774,-34.893726,-56.85,-67,-72.5,-49.9,-65.65,-81.7
-8.075765,-34.893829,-66.1666666666667,-73.3333333333333,-74.9,-57.5666666666667,-72.4333333333333,-78.1666666666667
-8.075758,-34.896198,-60.4666666666667,-56,-71.2666666666667,-72.6666666666667,-73.1666666666667,-77.6
-8.075755,-34.899933,-67.95,-56.45,-64.45,-73.65,-83.45,-81.45
-8.075751,-34.899929,-63.9666666666667,-65.4,-64.4,-75.2,-79.9666666666667,-85.4333333333333
-8.07575,-34.89362,-60.5,-66.9,-71.5666666666667,-52.9333333333333,-70.9,-78.6
-8.075749,-34.896191,-61.0666666666667,-60,-71.7,-65.4666666666667,-72.5333333333333,-78.8333333333333
-8.075727,-34.899952,-67.7,-53.05,-64.65,-72.75,-84.6,-85.9
-8.075724,-34.893494,-56,-69.4,-69.2666666666667,-51.7666666666667,-64.4,-86
-8.075722,-34.893696,-56.4333333333333,-62.9666666666667,-67.3,-49.6,-64.9333333333333,-81.3666666666666
-8.075707,-34.893715,-59.8666666666667,-61.3333333333333,-67.7333333333333,-48.6333333333333,-68.2666666666667,-79.9666666666667
-8.075703,-34.899944,-72.2333333333333,-59.2333333333333,-60.6,-71.7,-87.0666666666667,-82.6333333333333
-8.075703,-34.896214,-65.9333333333333,-51.1666666666667,-73.9,-70.9,-71.5,-78.0333333333333
-8.075698,-34.896202,-60.2,-60.75,-77.6,-70.8,-72,-83.75
-8.075687,-34.893345,-65.925,-69.5,-73.375,-45.575,-69.725,-82.7
-8.075682,-34.899948,-71.5666666666667,-54.2,-68.8,-73.8,-77.9333333333333,-83.5
-8.075677,-34.893562,-61.3,-64.3,-68.05,-55.2,-66.75,-82.9
-8.075659,-34.899971,-67.5333333333333,-63.9333333333333,-66.6333333333333,-74.3333333333333,-82.8666666666666,-82.9
-8.075659,-34.89362,-60.05,-68.45,-73,-53.35,-66.45,-76.65
-8.075657,-34.896229,-60.05,-56.2,-75.05,-69.2,-66.95,-79.8
-8.07565,-34.896221,-60.2666666666667,-59.2333333333333,-76.2333333333333,-65.2333333333333,-75.7,-83.5
-8.075642,-34.899963,-61.7666666666667,-53.2333333333333,-68.1333333333333,-75.9333333333333,-87.2,-85.4333333333333
-8.075634,-34.89344,-62.35,-66.8,-68.05,-51.45,-69.75,-79.45
-8.075631,-34.893204,-63.5333333333333,-64.6666666666667,-67.3333333333333,-49.7,-64.8,-87.6333333333333
-8.075617,-34.89624,-59.9666666666667,-62.5,-71.5,-66.2666666666667,-71.1666666666667,-80.6
